"","imd","job_status","english_lang","uk_born","gross_income","qualification","own_home","workingstatus","ethnicity","sex","age","p_age","p_sex","p_ethn","p_workstatus","p_own_home","p_qual","p_income","p_uk","p_english","p_job","p_imd","product_p"
"4954","4","higher","No","No","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,2.0823056343539e-05
"4955","4","lower","Yes","Yes","<10000","<=Level 1","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,6.30898273942765e-05
"4956","4","lower","Yes","No",">=10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.9,0.553,0.6537,0.557,0.198680164399531,0.000408285597864703
"4957","4","higher","Yes","No",">=10000",">=level 2","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.57,0.9,0.553,0.6537,0.167,0.198680164399531,0.000129151740617443
"4958","4","intermediate","Yes","No","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.553,0.6537,0.276,0.198680164399531,1.71267960461897e-05
"4959","4","lower","Yes","Yes","<10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,2.04518264428603e-05
"4960","4","higher","No","No","<10000",">=level 2","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,9.14314052613277e-06
"4961","4","intermediate","Yes","Yes","<10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.6537,0.276,0.198680164399531,1.06920483149389e-05
"4962","4","lower","No","No","<10000","<=Level 1","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.43,0.1,0.553,0.3463,0.557,0.198680164399531,9.31438685173003e-05
"4963","4","higher","No","No","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.553,0.3463,0.167,0.198680164399531,5.48981262525051e-06
"4964","4","intermediate","Yes","No","<10000",">=level 2","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.57,0.1,0.553,0.6537,0.276,0.198680164399531,5.533847036436e-05
"4965","4","lower","Yes","Yes","<10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,3.3971445519995e-05
"4966","4","intermediate","No","No",">=10000",">=level 2","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.57,0.9,0.553,0.3463,0.276,0.198680164399531,0.000469052159392452
"4967","4","higher","No","Yes",">=10000",">=level 2","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.57,0.9,0.463,0.3463,0.167,0.198680164399531,8.0877867556779e-05
"4968","4","intermediate","No","Yes",">=10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.9,0.463,0.3463,0.276,0.198680164399531,8.02572786851438e-05
"4969","4","intermediate","Yes","No",">=10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.6537,0.276,0.198680164399531,0.000101783431937546
"4970","4","lower","Yes","No","<10000","<=Level 1","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.43,0.1,0.553,0.6537,0.557,0.198680164399531,2.28234185141759e-05
"4971","4","intermediate","No","Yes",">=10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.9,0.463,0.3463,0.276,0.198680164399531,3.8456612703298e-05
"4972","4","lower","No","No","<10000","<=Level 1","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.43,0.1,0.553,0.3463,0.557,0.198680164399531,4.27241106304426e-05
"4973","4","lower","Yes","No",">=10000",">=level 2","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.57,0.9,0.553,0.6537,0.557,0.198680164399531,0.000260652421814846
"4974","4","intermediate","No","Yes",">=10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.9,0.463,0.3463,0.276,0.198680164399531,4.87988502281564e-05
"4975","4","higher","No","Yes",">=10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.9,0.463,0.3463,0.167,0.198680164399531,4.32139265936129e-05
"4976","4","lower","Yes","Yes","<10000",">=level 2","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.57,0.1,0.463,0.6537,0.557,0.198680164399531,5.91043899526658e-05
"4977","4","lower","Yes","Yes",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.463,0.6537,0.557,0.198680164399531,0.000345244690517159
"4978","4","higher","Yes","No","<10000",">=level 2","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.167,0.198680164399531,7.72702721642819e-06
"4979","4","intermediate","No","No","<10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.1,0.553,0.3463,0.276,0.198680164399531,6.11807164424937e-05
"4980","4","intermediate","Yes","No",">=10000","<=Level 1","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.43,0.9,0.553,0.6537,0.276,0.198680164399531,0.000189026373598299
"4981","4","higher","No","Yes","<10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.1,0.463,0.3463,0.167,0.198680164399531,1.42166269250305e-05
"4982","4","higher","No","No","<10000","<=Level 1","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.43,0.1,0.553,0.3463,0.167,0.198680164399531,1.50373128430775e-05
"4983","4","intermediate","No","No","<10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.1,0.553,0.3463,0.276,0.198680164399531,5.10355335371342e-06
"4984","4","intermediate","No","Yes",">=10000","<=Level 1","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.43,0.9,0.463,0.3463,0.276,0.198680164399531,0.000149049231843838
"4985","4","higher","Yes","Yes",">=10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.9,0.463,0.6537,0.167,0.198680164399531,0.000241526656621519
"4986","4","lower","Yes","No","<10000",">=level 2","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.57,0.1,0.553,0.6537,0.557,0.198680164399531,4.78626211070629e-05
"4987","4","lower","No","Yes",">=10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.9,0.463,0.3463,0.557,0.198680164399531,9.75098783455141e-05
"4988","4","higher","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.167,0.198680164399531,0.00044854950515425
"4989","4","lower","Yes","No",">=10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.9,0.553,0.6537,0.557,0.198680164399531,0.000219846091157917
"4990","4","intermediate","Yes","Yes",">=10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.9,0.463,0.6537,0.276,0.198680164399531,0.000209789941781939
"4991","4","lower","Yes","No",">=10000","<=Level 1","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.43,0.9,0.553,0.6537,0.557,0.198680164399531,0.000167501783739365
"4992","4","intermediate","No","No",">=10000",">=level 2","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.57,0.9,0.553,0.3463,0.276,0.198680164399531,0.000263841839658254
"4993","4","higher","No","No",">=10000","<=Level 1","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.43,0.9,0.553,0.3463,0.167,0.198680164399531,0.000115286065130261
"4994","4","higher","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.167,0.198680164399531,0.000252309096649266
"4995","4","intermediate","Yes","Yes","<10000","<=Level 1","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.43,0.1,0.463,0.6537,0.276,0.198680164399531,3.12617457106289e-05
"4996","4","lower","No","No","<10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.1,0.553,0.3463,0.557,0.198680164399531,0.000123469779197351
"4997","4","lower","No","Yes","<10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.1,0.463,0.3463,0.557,0.198680164399531,1.68596452953316e-05
"4998","4","lower","No","No",">=10000",">=level 2","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.57,0.9,0.553,0.3463,0.557,0.198680164399531,7.76708929048428e-05
"4999","4","higher","No","Yes",">=10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.9,0.463,0.3463,0.167,0.198680164399531,2.92354572418328e-05
"5000","4","lower","No","No","<10000","<=Level 1","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.43,0.1,0.553,0.3463,0.557,0.198680164399531,3.99188007931287e-05
"5001","4","lower","No","Yes",">=10000",">=level 2","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.57,0.9,0.463,0.3463,0.557,0.198680164399531,0.000426754196258551
"5002","4","higher","No","No","<10000",">=level 2","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,1.12124149542133e-05
"5003","4","lower","Yes","Yes","<10000","<=Level 1","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,4.45875222449935e-05
"5004","4","higher","No","Yes",">=10000",">=level 2","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.57,0.9,0.463,0.3463,0.167,0.198680164399531,0.000133661679929082
"5005","4","lower","Yes","Yes","<10000","<=Level 1","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,6.75234904780148e-05
"5006","4","intermediate","Yes","No",">=10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.000114933746141363
"5007","4","higher","Yes","Yes","<10000",">=level 2","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.57,0.1,0.463,0.6537,0.167,0.198680164399531,1.7720705784731e-05
"5008","4","higher","No","No",">=10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,8.03175030393646e-05
"5009","4","higher","No","No","<10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,9.55131644247799e-06
"5010","4","intermediate","Yes","No",">=10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.000144403937459661
"5011","4","intermediate","Yes","Yes",">=10000","<=Level 1","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.43,0.9,0.463,0.6537,0.276,0.198680164399531,0.000151499229213048
"5012","4","lower","No","Yes",">=10000","<=Level 1","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.43,0.9,0.463,0.3463,0.557,0.198680164399531,0.000377926485016154
"5013","4","higher","No","Yes","<10000",">=level 2","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.57,0.1,0.463,0.3463,0.167,0.198680164399531,1.66890837815576e-05
"5014","4","intermediate","Yes","No","<10000",">=level 2","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.57,0.1,0.553,0.6537,0.276,0.198680164399531,9.83795028699733e-05
"5015","4","intermediate","No","No",">=10000","<=Level 1","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.43,0.9,0.553,0.3463,0.276,0.198680164399531,0.000178022084686053
"5016","4","lower","No","No","<10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.1,0.553,0.3463,0.557,0.198680164399531,2.97650360565044e-05
"5017","4","lower","Yes","Yes","<10000","<=Level 1","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,7.92667062133217e-05
"5018","4","lower","No","No",">=10000",">=level 2","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.57,0.9,0.553,0.3463,0.557,0.198680164399531,0.000509708575660861
"5019","4","higher","Yes","Yes","<10000","<=Level 1","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.43,0.1,0.463,0.6537,0.167,0.198680164399531,1.89156214988226e-05
"5020","4","intermediate","Yes","Yes","<10000","<=Level 1","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.43,0.1,0.463,0.6537,0.276,0.198680164399531,1.18965740888451e-05
"5021","4","lower","Yes","Yes",">=10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.9,0.463,0.6537,0.557,0.198680164399531,0.000272074880637817
"5022","4","intermediate","Yes","Yes","<10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.1,0.463,0.6537,0.276,0.198680164399531,1.4979586486343e-05
"5023","4","lower","Yes","No","<10000","<=Level 1","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.43,0.1,0.553,0.6537,0.557,0.198680164399531,4.23863486691839e-05
"5024","4","higher","Yes","No",">=10000","<=Level 1","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.43,0.9,0.553,0.6537,0.167,0.198680164399531,0.000217622006282562
"5025","4","higher","No","Yes","<10000",">=level 2","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.57,0.1,0.463,0.3463,0.167,0.198680164399531,6.09284011072737e-06
"5026","4","higher","No","Yes",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.463,0.3463,0.167,0.198680164399531,0.000179257769573505
"5027","4","higher","Yes","No",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.167,0.198680164399531,0.000404155154524759
"5028","4","higher","Yes","Yes","<10000","<=Level 1","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.43,0.1,0.463,0.6537,0.167,0.198680164399531,4.41364501639193e-05
"5029","4","higher","No","No",">=10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.9,0.553,0.3463,0.167,0.198680164399531,2.77921764153307e-05
"5030","4","intermediate","Yes","No",">=10000",">=level 2","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.000476762206216024
"5031","4","higher","No","No","<10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.1,0.553,0.3463,0.167,0.198680164399531,1.95195887866871e-06
"5032","4","intermediate","No","Yes",">=10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.9,0.463,0.3463,0.276,0.198680164399531,8.97320963076954e-05
"5033","4","lower","No","Yes",">=10000","<=Level 1","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.43,0.9,0.463,0.3463,0.557,0.198680164399531,0.000169199229898814
"5034","4","intermediate","Yes","No",">=10000","<=Level 1","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.43,0.9,0.553,0.6537,0.276,0.198680164399531,0.000286262162486313
"5035","4","intermediate","No","Yes","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.3463,0.276,0.198680164399531,2.88132962721374e-05
"5036","4","lower","No","Yes",">=10000","<=Level 1","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.43,0.9,0.463,0.3463,0.557,0.198680164399531,9.11072776378228e-05
"5037","4","lower","Yes","Yes","<10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.6537,0.557,0.198680164399531,2.15777931573224e-05
"5038","4","higher","No","No","<10000","<=Level 1","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.43,0.1,0.553,0.3463,0.167,0.198680164399531,1.66277978553261e-06
"5039","4","intermediate","Yes","Yes",">=10000",">=level 2","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.57,0.9,0.463,0.6537,0.276,0.198680164399531,9.62284348344504e-05
"5040","4","higher","Yes","Yes","<10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.1,0.463,0.6537,0.167,0.198680164399531,6.19299119542357e-06
"5041","4","higher","No","No","<10000",">=level 2","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,1.58651857855535e-05
"5042","4","lower","No","Yes",">=10000",">=level 2","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.57,0.9,0.463,0.3463,0.557,0.198680164399531,0.000120770112217579
"5043","4","intermediate","Yes","Yes",">=10000","<=Level 1","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.43,0.9,0.463,0.6537,0.276,0.198680164399531,6.94910994396031e-05
"5044","4","higher","No","No","<10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.1,0.553,0.3463,0.167,0.198680164399531,8.09701460781095e-06
"5045","4","intermediate","No","Yes",">=10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.9,0.463,0.3463,0.276,0.198680164399531,6.40484909244552e-05
"5046","4","lower","Yes","Yes","<10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,4.2682072576404e-05
"5047","4","lower","Yes","Yes",">=10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.9,0.463,0.6537,0.557,0.198680164399531,0.000185900987201547
"5048","4","higher","No","Yes",">=10000","<=Level 1","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.43,0.9,0.463,0.3463,0.167,0.198680164399531,0.00011331009514847
"5049","4","higher","Yes","Yes",">=10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.9,0.463,0.6537,0.167,0.198680164399531,7.80875656746265e-05
"5050","4","intermediate","No","No",">=10000",">=level 2","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.276,0.198680164399531,0.000127067641842102
"5051","4","lower","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.557,0.198680164399531,0.000987887660637413
"5052","4","higher","Yes","No","<10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.1,0.553,0.6537,0.167,0.198680164399531,1.68458792109708e-05
"5053","4","lower","No","Yes",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.463,0.3463,0.557,0.198680164399531,0.000597883698517619
"5054","4","intermediate","No","Yes","<10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.1,0.463,0.3463,0.276,0.198680164399531,5.36858695858007e-06
"5055","4","higher","No","No",">=10000",">=level 2","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,3.68407919924151e-05
"5056","4","higher","No","No",">=10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,7.68851311146054e-05
"5057","4","lower","Yes","No",">=10000","<=Level 1","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.43,0.9,0.553,0.6537,0.557,0.198680164399531,0.000852074291195901
"5058","4","lower","No","No","<10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.553,0.3463,0.557,0.198680164399531,3.18567859788038e-05
"5059","4","intermediate","Yes","No","<10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.1,0.553,0.6537,0.276,0.198680164399531,1.71267960461897e-05
"5060","4","intermediate","Yes","No",">=10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.9,0.553,0.6537,0.276,0.198680164399531,0.000154141164415707
"5061","4","lower","No","Yes",">=10000",">=level 2","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.57,0.9,0.463,0.3463,0.557,0.198680164399531,0.000191059595518816
"5062","4","higher","No","Yes","<10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.1,0.463,0.3463,0.167,0.198680164399531,7.15246447781039e-06
"5063","4","higher","No","No","<10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.1,0.553,0.3463,0.167,0.198680164399531,3.62506648895618e-06
"5064","4","intermediate","No","Yes","<10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.1,0.463,0.3463,0.276,0.198680164399531,5.42209446979515e-06
"5065","4","higher","No","No","<10000",">=level 2","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,4.59996510942084e-06
"5066","4","higher","No","No",">=10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,8.59618479823019e-05
"5067","4","higher","No","Yes","<10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.1,0.463,0.3463,0.167,0.198680164399531,3.24838413798142e-06
"5068","4","higher","Yes","No",">=10000",">=level 2","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.57,0.9,0.553,0.6537,0.167,0.198680164399531,0.000190488018770208
"5069","4","higher","Yes","No","<10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.553,0.6537,0.167,0.198680164399531,1.80297301716658e-05
"5070","4","lower","No","Yes",">=10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.9,0.463,0.3463,0.557,0.198680164399531,0.000930377160787276
"5071","4","intermediate","No","No",">=10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.9,0.553,0.3463,0.276,0.198680164399531,0.000309727376990125
"5072","4","lower","No","No","<10000",">=level 2","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.57,0.1,0.553,0.3463,0.557,0.198680164399531,3.04953848685985e-05
"5073","4","higher","No","Yes",">=10000","<=Level 1","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.43,0.9,0.463,0.3463,0.167,0.198680164399531,2.73158265090061e-05
"5074","4","lower","Yes","Yes","<10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,1.62779843116643e-05
"5075","4","intermediate","Yes","No","<10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.276,0.198680164399531,1.49913581923517e-05
"5076","4","intermediate","Yes","No","<10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.1,0.553,0.6537,0.276,0.198680164399531,6.08960703899846e-06
"5077","4","intermediate","Yes","Yes","<10000","<=Level 1","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.43,0.1,0.463,0.6537,0.276,0.198680164399531,3.49523684681337e-05
"5078","4","intermediate","Yes","No","<10000","<=Level 1","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.43,0.1,0.553,0.6537,0.276,0.198680164399531,1.13092702152829e-05
"5079","4","higher","No","No",">=10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,5.43370878550336e-05
"5080","4","lower","No","Yes","<10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.557,0.198680164399531,1.0123030848647e-05
"5081","4","higher","Yes","Yes",">=10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.9,0.463,0.6537,0.167,0.198680164399531,4.39242556919774e-05
"5082","4","lower","Yes","Yes","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,2.89386387762921e-05
"5083","4","higher","No","No",">=10000",">=level 2","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,7.68851311146054e-05
"5084","4","higher","No","Yes",">=10000","<=Level 1","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.43,0.9,0.463,0.3463,0.167,0.198680164399531,2.61484834958007e-05
"5085","4","higher","No","No",">=10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,4.62871489135472e-05
"5086","4","intermediate","No","No","<10000",">=level 2","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.57,0.1,0.553,0.3463,0.276,0.198680164399531,1.25638971265835e-05
"5087","4","intermediate","Yes","Yes","<10000",">=level 2","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.57,0.1,0.463,0.6537,0.276,0.198680164399531,2.92869149496153e-05
"5088","4","higher","No","No",">=10000",">=level 2","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,4.13996859847875e-05
"5089","4","higher","Yes","No",">=10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.9,0.553,0.6537,0.167,0.198680164399531,0.000122412378533941
"5090","4","higher","Yes","Yes",">=10000",">=level 2","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.57,0.9,0.463,0.6537,0.167,0.198680164399531,0.000121513411095298
